order_id,customer_id,item_id,plant,order_date,requested_ship_date,promised_ship_date,order_priority,order_qty,current_available_qty,historical_lead_time_days,supplier_reliability_score,num_open_orders_customer,past_due_invoices_flag,weekday_ordered,month_ordered,late_flag
O104494,C0292,ITEM0002,PLANT_A,2024-04-22,2024-04-29,2024-04-27,2,23,1,5.4,0.8,14,1,0,4,1
O104495,C0309,ITEM0040,PLANT_C,2024-08-16,2024-08-26,2024-08-26,1,263,95,10.0,0.86,13,0,4,8,0
O104496,C0198,ITEM0170,PLANT_A,2024-04-30,2024-05-09,2024-05-08,3,467,443,8.0,0.84,11,0,1,4,1
O104497,C0435,ITEM0158,PLANT_A,2024-05-21,2024-05-27,2024-05-27,3,295,584,5.6,0.93,2,1,1,5,1
O104498,C0460,ITEM0195,PLANT_C,2024-03-30,2024-04-08,2024-04-08,2,167,183,9.0,0.92,14,1,5,3,0
O104499,C0056,ITEM0121,PLANT_B,2024-05-06,2024-05-13,2024-05-12,2,444,272,6.2,0.85,7,1,0,5,0
O104500,C0461,ITEM0124,PLANT_B,2024-09-09,2024-09-14,2024-09-15,2,37,23,5.8,1.0,3,0,0,9,0
O104501,C0099,ITEM0107,PLANT_A,2024-07-13,2024-07-22,2024-07-22,1,125,291,8.8,0.91,7,0,5,7,0
O104502,C0125,ITEM0103,PLANT_A,2024-12-30,2024-12-31,2025-01-01,1,86,0,2.1,0.86,7,0,0,12,1
O104503,C0265,ITEM0103,PLANT_C,2024-10-08,2024-10-14,2024-10-16,3,7,258,8.5,0.8,8,0,1,10,1
O104504,C0015,ITEM0059,PLANT_A,2024-01-07,2024-01-14,2024-01-13,2,477,653,5.6,0.83,6,0,6,1,0
O104505,C0183,ITEM0171,PLANT_A,2024-05-18,2024-05-23,2024-05-24,1,105,280,5.6,0.8,18,1,5,5,0
O104506,C0098,ITEM0072,PLANT_A,2024-04-15,2024-04-26,2024-04-26,3,37,213,10.9,0.88,17,0,0,4,0
O104507,C0242,ITEM0123,PLANT_C,2024-08-02,2024-08-07,2024-08-08,2,457,332,5.9,0.83,1,0,4,8,1
O104508,C0408,ITEM0134,PLANT_B,2024-04-06,2024-04-14,2024-04-15,2,481,681,8.9,0.96,10,0,5,4,1
O104509,C0463,ITEM0108,PLANT_A,2024-12-18,2024-12-24,2024-12-26,2,106,9,7.6,0.85,6,0,2,12,1
O104510,C0107,ITEM0123,PLANT_C,2024-04-19,2024-04-28,2024-04-27,1,201,77,7.8,0.97,17,1,4,4,1
O104511,C0273,ITEM0010,PLANT_A,2024-07-09,2024-07-17,2024-07-15,1,337,157,6.5,0.94,10,0,1,7,1
O104512,C0238,ITEM0064,PLANT_C,2024-02-14,2024-02-20,2024-02-20,3,214,85,6.4,0.95,13,1,2,2,1
O104513,C0208,ITEM0090,PLANT_A,2024-11-28,2024-12-07,2024-12-08,2,395,260,10.1,0.97,2,0,3,11,1
O104514,C0317,ITEM0079,PLANT_A,2024-11-28,2024-12-04,2024-12-07,3,125,367,8.9,1.0,14,0,3,11,1
O104515,C0495,ITEM0182,PLANT_A,2024-10-16,2024-10-23,2024-10-22,1,406,236,6.0,0.83,10,0,2,10,0
O104516,C0203,ITEM0180,PLANT_C,2024-05-08,2024-05-12,2024-05-13,3,279,402,4.9,0.97,17,0,2,5,1
O104517,C0033,ITEM0143,PLANT_C,2024-01-22,2024-01-26,2024-01-28,2,6,0,5.8,0.93,3,1,0,1,1
O104518,C0458,ITEM0071,PLANT_B,2024-09-16,2024-09-25,2024-09-25,2,310,590,9.0,0.99,6,1,0,9,1
O104519,C0467,ITEM0011,PLANT_A,2024-06-05,2024-06-14,2024-06-14,2,5,86,9.4,0.91,16,0,2,6,1
O104520,C0162,ITEM0152,PLANT_A,2024-12-27,2025-01-02,2025-01-04,2,423,480,8.1,0.99,5,1,4,12,1
O104521,C0251,ITEM0177,PLANT_A,2024-09-11,2024-09-13,2024-09-15,1,494,332,3.8,0.8,6,0,2,9,1
O104522,C0432,ITEM0098,PLANT_A,2024-07-15,2024-07-24,2024-07-24,1,77,311,8.5,0.82,6,0,0,7,0
O104523,C0252,ITEM0166,PLANT_A,2024-12-26,2025-01-04,2025-01-05,3,264,276,9.6,0.85,10,1,3,12,0
O104524,C0241,ITEM0187,PLANT_B,2024-10-19,2024-10-27,2024-10-26,1,169,39,7.3,0.89,2,1,5,10,1
O104525,C0461,ITEM0110,PLANT_B,2024-06-16,2024-06-27,2024-06-27,1,32,186,11.0,0.9,12,1,6,6,0
O104526,C0415,ITEM0042,PLANT_C,2024-01-07,2024-01-13,2024-01-11,3,339,611,4.4,0.84,16,0,6,1,0
O104527,C0254,ITEM0005,PLANT_A,2024-02-03,2024-02-10,2024-02-11,2,14,0,8.4,0.82,6,0,5,2,1
O104528,C0081,ITEM0152,PLANT_A,2024-06-10,2024-06-15,2024-06-15,2,12,0,5.0,0.85,4,1,0,6,1
O104529,C0220,ITEM0113,PLANT_B,2024-07-24,2024-08-03,2024-08-02,3,405,524,9.1,0.76,7,0,2,7,1
O104530,C0339,ITEM0031,PLANT_A,2024-01-12,2024-01-19,2024-01-20,3,141,0,8.2,0.88,13,1,4,1,1
O104531,C0137,ITEM0011,PLANT_B,2024-02-16,2024-02-28,2024-02-27,1,452,630,10.6,0.9,10,1,4,2,1
O104532,C0269,ITEM0194,PLANT_B,2024-09-14,2024-09-20,2024-09-22,2,297,402,8.0,0.94,12,1,5,9,1
O104533,C0330,ITEM0065,PLANT_A,2024-10-01,2024-10-06,2024-10-07,2,262,330,6.2,0.91,16,0,1,10,0
O104534,C0043,ITEM0066,PLANT_A,2024-01-11,2024-01-14,2024-01-17,2,205,168,6.0,1.0,19,0,3,1,0
O104535,C0285,ITEM0126,PLANT_C,2024-07-04,2024-07-09,2024-07-10,3,186,223,6.5,0.96,9,0,3,7,1
O104536,C0369,ITEM0073,PLANT_B,2024-01-30,2024-02-05,2024-02-05,3,113,0,6.0,0.96,15,0,1,1,1
O104537,C0108,ITEM0183,PLANT_B,2024-09-21,2024-10-02,2024-10-01,1,351,516,9.7,0.93,10,0,5,9,0
O104538,C0275,ITEM0137,PLANT_B,2024-10-31,2024-11-09,2024-11-10,1,303,410,9.6,0.94,3,0,3,10,1
O104539,C0355,ITEM0072,PLANT_B,2024-11-13,2024-11-16,2024-11-17,3,12,76,4.0,0.88,12,0,2,11,0
O104540,C0023,ITEM0054,PLANT_A,2024-08-06,2024-08-11,2024-08-13,2,162,353,7.1,0.91,19,0,1,8,0
O104541,C0323,ITEM0173,PLANT_C,2024-08-17,2024-08-22,2024-08-24,3,449,503,7.1,1.0,9,0,5,8,0
O104542,C0130,ITEM0119,PLANT_C,2024-12-04,2024-12-10,2024-12-09,1,246,247,5.4,0.89,11,0,2,12,0
O104543,C0199,ITEM0184,PLANT_A,2024-08-11,2024-08-20,2024-08-19,1,128,328,7.9,0.79,14,0,6,8,0
O104544,C0325,ITEM0070,PLANT_A,2024-06-11,2024-06-20,2024-06-21,2,115,382,9.9,0.96,16,0,1,6,0
O104545,C0003,ITEM0005,PLANT_B,2024-10-02,2024-10-13,2024-10-11,3,96,314,8.8,0.97,1,0,2,10,0
O104546,C0009,ITEM0180,PLANT_B,2024-08-03,2024-08-11,2024-08-13,1,430,485,9.7,0.91,2,0,5,8,0
O104547,C0224,ITEM0048,PLANT_A,2024-11-03,2024-11-08,2024-11-09,3,156,140,5.6,0.75,10,0,6,11,1
O104548,C0475,ITEM0170,PLANT_B,2024-07-10,2024-07-17,2024-07-17,2,149,14,7.1,1.0,3,0,2,7,1
O104549,C0004,ITEM0142,PLANT_B,2024-11-13,2024-11-21,2024-11-18,1,32,39,5.5,0.92,18,0,2,11,0
O104550,C0395,ITEM0047,PLANT_B,2024-01-17,2024-01-25,2024-01-24,2,444,659,7.5,0.88,14,1,2,1,0
O104551,C0038,ITEM0152,PLANT_A,2024-01-14,2024-01-19,2024-01-22,2,195,395,7.7,1.0,12,1,6,1,0
O104552,C0245,ITEM0017,PLANT_A,2024-02-06,2024-02-16,2024-02-15,2,352,216,8.9,0.74,12,0,1,2,1
O104553,C0216,ITEM0079,PLANT_A,2024-07-22,2024-08-03,2024-08-01,2,357,429,9.6,0.91,10,0,0,7,0
O104554,C0235,ITEM0072,PLANT_C,2024-09-15,2024-09-23,2024-09-23,2,175,309,8.4,0.86,1,1,6,9,0
O104555,C0041,ITEM0132,PLANT_B,2024-03-19,2024-03-23,2024-03-24,2,249,392,5.3,1.0,15,1,1,3,1
O104556,C0377,ITEM0107,PLANT_A,2024-02-26,2024-03-03,2024-03-01,3,51,288,4.3,0.92,10,0,0,2,1
O104557,C0138,ITEM0123,PLANT_C,2024-11-10,2024-11-21,2024-11-18,3,334,171,8.0,0.83,8,0,6,11,0
O104558,C0386,ITEM0096,PLANT_A,2024-09-30,2024-10-11,2024-10-10,2,337,369,10.0,0.99,9,1,0,9,0
O104559,C0328,ITEM0148,PLANT_B,2024-08-24,2024-08-29,2024-08-31,2,107,0,7.0,0.7,9,0,5,8,0
O104560,C0276,ITEM0033,PLANT_A,2024-06-27,2024-07-02,2024-07-01,3,98,260,3.9,0.94,18,0,3,6,1
O104561,C0155,ITEM0144,PLANT_B,2024-06-02,2024-06-14,2024-06-13,1,199,264,11.2,0.8,4,1,6,6,1
O104562,C0327,ITEM0011,PLANT_B,2024-01-08,2024-01-15,2024-01-16,3,346,362,8.0,0.86,4,0,0,1,1
O104563,C0499,ITEM0018,PLANT_B,2024-03-09,2024-03-18,2024-03-16,2,260,469,7.3,0.88,3,1,5,3,1
O104564,C0462,ITEM0145,PLANT_A,2024-11-23,2024-11-28,2024-11-28,3,31,254,4.7,0.97,12,1,5,11,0
O104565,C0459,ITEM0032,PLANT_A,2024-05-03,2024-05-12,2024-05-10,2,286,244,7.0,1.0,1,1,4,5,1
O104566,C0110,ITEM0155,PLANT_A,2024-09-14,2024-09-21,2024-09-22,2,353,560,8.4,0.76,16,0,5,9,0
O104567,C0293,ITEM0027,PLANT_C,2024-09-13,2024-09-22,2024-09-21,2,94,374,8.0,0.94,14,0,4,9,0
O104568,C0199,ITEM0030,PLANT_A,2024-04-22,2024-04-26,2024-04-28,1,222,47,5.6,1.0,14,0,0,4,0
O104569,C0484,ITEM0187,PLANT_B,2024-03-15,2024-03-22,2024-03-22,1,404,584,6.9,0.85,9,0,4,3,0
O104570,C0476,ITEM0036,PLANT_B,2024-09-09,2024-09-17,2024-09-15,3,163,20,5.8,0.85,8,0,0,9,0
O104571,C0435,ITEM0183,PLANT_A,2024-02-04,2024-02-12,2024-02-14,2,46,236,10.3,0.92,18,0,6,2,0
O104572,C0082,ITEM0070,PLANT_A,2024-06-29,2024-07-06,2024-07-08,1,462,601,8.8,0.97,16,0,5,6,0
O104573,C0160,ITEM0160,PLANT_A,2024-11-20,2024-11-27,2024-11-26,2,50,267,6.0,0.95,4,1,2,11,1
O104574,C0356,ITEM0188,PLANT_B,2024-09-16,2024-09-21,2024-09-21,2,31,118,4.7,0.87,5,1,0,9,1
O104575,C0375,ITEM0024,PLANT_C,2024-10-05,2024-10-14,2024-10-13,2,125,52,7.6,0.84,5,0,5,10,0
O104576,C0176,ITEM0067,PLANT_A,2024-01-31,2024-02-05,2024-02-06,1,375,522,6.0,1.0,9,0,2,1,0
O104577,C0069,ITEM0115,PLANT_C,2024-03-13,2024-03-19,2024-03-19,3,327,292,6.2,0.84,13,0,2,3,1
O104578,C0069,ITEM0174,PLANT_A,2024-04-10,2024-04-16,2024-04-15,3,118,0,4.7,0.75,5,0,2,4,1
O104579,C0343,ITEM0038,PLANT_A,2024-04-16,2024-04-21,2024-04-21,2,39,0,5.0,0.78,2,0,1,4,1
O104580,C0228,ITEM0038,PLANT_C,2024-03-11,2024-03-16,2024-03-18,3,477,712,7.3,0.85,8,0,0,3,0
O104581,C0246,ITEM0074,PLANT_C,2024-12-20,2024-12-31,2024-12-26,2,4,0,6.5,1.0,10,0,4,12,1
O104582,C0408,ITEM0041,PLANT_A,2024-03-01,2024-03-13,2024-03-13,2,462,333,12.0,0.8,13,0,4,3,1
O104583,C0009,ITEM0054,PLANT_B,2024-09-15,2024-09-21,2024-09-23,3,236,53,8.2,1.0,3,1,6,9,1
O104584,C0378,ITEM0026,PLANT_C,2024-08-02,2024-08-07,2024-08-07,3,97,0,4.7,1.0,14,1,4,8,1
O104585,C0138,ITEM0166,PLANT_B,2024-08-10,2024-08-15,2024-08-14,2,173,348,3.9,0.92,4,0,5,8,1
O104586,C0466,ITEM0160,PLANT_B,2024-03-19,2024-03-28,2024-03-27,2,155,20,7.8,0.7,6,0,1,3,0
O104587,C0478,ITEM0029,PLANT_A,2024-04-22,2024-04-30,2024-04-28,2,79,280,6.2,0.81,10,0,0,4,0
O104588,C0252,ITEM0108,PLANT_A,2024-08-09,2024-08-18,2024-08-19,2,216,295,9.7,0.85,2,0,4,8,0
O104589,C0158,ITEM0130,PLANT_B,2024-04-19,2024-04-24,2024-04-27,2,328,234,7.6,1.0,11,0,4,4,1
O104590,C0117,ITEM0126,PLANT_B,2024-09-10,2024-09-14,2024-09-13,1,236,486,3.0,0.85,1,0,1,9,0
O104591,C0091,ITEM0197,PLANT_A,2024-01-15,2024-01-17,2024-01-20,3,321,365,5.0,0.84,5,0,0,1,0
O104592,C0500,ITEM0129,PLANT_A,2024-01-27,2024-02-03,2024-02-02,3,485,482,5.6,0.92,11,1,5,1,1
O104593,C0094,ITEM0138,PLANT_A,2024-09-22,2024-09-29,2024-09-30,1,61,196,7.9,0.79,6,1,6,9,1
O104594,C0224,ITEM0007,PLANT_A,2024-08-13,2024-08-19,2024-08-18,3,369,497,4.9,0.9,9,0,1,8,0
O104595,C0240,ITEM0016,PLANT_A,2024-01-16,2024-01-22,2024-01-23,3,115,286,7.3,0.84,6,1,1,1,1
O104596,C0340,ITEM0124,PLANT_A,2024-11-24,2024-11-28,2024-11-28,2,10,117,4.3,1.0,10,0,6,11,1
O104597,C0422,ITEM0182,PLANT_A,2024-01-02,2024-01-08,2024-01-09,2,183,467,7.0,0.83,3,0,1,1,0
O104598,C0279,ITEM0080,PLANT_C,2024-12-14,2024-12-23,2024-12-22,3,197,204,7.7,1.0,3,1,5,12,1
O104599,C0380,ITEM0129,PLANT_B,2024-09-23,2024-10-02,2024-10-03,3,495,395,9.9,0.81,19,0,0,9,1
O104600,C0284,ITEM0043,PLANT_A,2024-12-26,2025-01-04,2025-01-02,2,172,35,7.5,0.92,7,0,3,12,0
O104601,C0219,ITEM0092,PLANT_A,2024-12-12,2024-12-16,2024-12-17,2,384,307,5.4,0.94,14,0,3,12,1
O104602,C0079,ITEM0151,PLANT_A,2024-04-24,2024-05-04,2024-05-04,3,467,653,10.0,0.91,1,0,2,4,0
O104603,C0105,ITEM0132,PLANT_B,2024-10-03,2024-10-10,2024-10-10,3,169,395,6.6,0.91,3,0,3,10,0
O104604,C0217,ITEM0023,PLANT_B,2024-03-17,2024-03-26,2024-03-26,1,90,35,8.5,0.97,15,1,6,3,1
O104605,C0024,ITEM0176,PLANT_B,2024-06-21,2024-06-25,2024-06-27,2,482,330,5.8,0.93,7,1,4,6,0
O104606,C0159,ITEM0186,PLANT_B,2024-03-28,2024-04-05,2024-04-04,3,229,389,7.2,0.89,6,0,3,3,0
O104607,C0232,ITEM0096,PLANT_A,2024-06-26,2024-07-01,2024-07-01,1,228,420,5.4,0.85,4,0,2,6,0
O104608,C0237,ITEM0069,PLANT_A,2024-11-14,2024-11-22,2024-11-22,2,364,191,7.6,0.89,6,1,3,11,1
O104609,C0408,ITEM0107,PLANT_A,2024-06-08,2024-06-17,2024-06-17,2,190,56,8.6,0.89,5,1,5,6,1
O104610,C0484,ITEM0161,PLANT_A,2024-02-03,2024-02-10,2024-02-09,2,271,238,6.0,0.88,16,0,5,2,1
O104611,C0365,ITEM0091,PLANT_A,2024-04-28,2024-05-03,2024-05-04,3,472,504,5.9,0.91,18,1,6,4,1
O104612,C0040,ITEM0007,PLANT_B,2024-10-14,2024-10-21,2024-10-22,1,25,0,7.7,0.79,1,1,0,10,0
O104613,C0205,ITEM0015,PLANT_A,2024-07-09,2024-07-15,2024-07-14,3,368,464,5.3,0.82,3,0,1,7,1
O104614,C0365,ITEM0163,PLANT_B,2024-07-23,2024-07-26,2024-07-27,2,199,247,4.0,0.97,12,0,1,7,0
O104615,C0298,ITEM0158,PLANT_A,2024-06-06,2024-06-16,2024-06-14,3,274,457,7.7,0.72,17,1,3,6,1
O104616,C0229,ITEM0155,PLANT_A,2024-04-16,2024-04-23,2024-04-23,2,455,731,6.8,1.0,7,1,1,4,0
O104617,C0219,ITEM0026,PLANT_B,2024-08-06,2024-08-11,2024-08-13,1,300,157,6.7,0.86,16,0,1,8,0
O104618,C0203,ITEM0035,PLANT_A,2024-08-19,2024-08-26,2024-08-27,3,210,236,8.0,1.0,1,1,0,8,0
O104619,C0290,ITEM0079,PLANT_A,2024-11-23,2024-11-30,2024-12-01,3,486,698,8.3,1.0,15,1,5,11,0
O104620,C0090,ITEM0047,PLANT_A,2024-08-13,2024-08-21,2024-08-20,2,303,107,6.7,0.87,18,0,1,8,0
O104621,C0259,ITEM0078,PLANT_B,2024-12-29,2025-01-04,2025-01-03,2,77,302,4.8,0.88,10,0,6,12,1
O104622,C0103,ITEM0112,PLANT_A,2024-10-28,2024-11-03,2024-11-03,2,45,43,5.7,1.0,12,1,0,10,0
O104623,C0341,ITEM0057,PLANT_C,2024-01-29,2024-02-07,2024-02-06,3,174,370,8.2,1.0,5,0,0,1,1
O104624,C0433,ITEM0025,PLANT_C,2024-05-23,2024-05-30,2024-05-30,2,359,459,7.3,0.98,15,0,3,5,1
O104625,C0254,ITEM0081,PLANT_C,2024-05-20,2024-05-27,2024-05-26,3,211,479,5.9,0.99,16,1,0,5,0
O104626,C0194,ITEM0145,PLANT_A,2024-01-02,2024-01-08,2024-01-07,2,85,0,5.4,0.81,16,1,1,1,0
O104627,C0471,ITEM0124,PLANT_B,2024-03-06,2024-03-15,2024-03-14,3,492,728,8.2,0.92,16,0,2,3,0
O104628,C0330,ITEM0065,PLANT_A,2024-10-05,2024-10-11,2024-10-12,2,99,182,6.6,0.84,2,0,5,10,1
O104629,C0215,ITEM0063,PLANT_C,2024-05-08,2024-05-16,2024-05-17,1,43,226,8.5,0.81,10,1,2,5,0
O104630,C0015,ITEM0117,PLANT_B,2024-02-23,2024-03-04,2024-03-03,3,191,377,8.8,0.91,10,0,4,2,0
O104631,C0008,ITEM0035,PLANT_A,2024-04-14,2024-04-23,2024-04-20,1,56,145,6.4,0.87,1,0,6,4,1
O104632,C0111,ITEM0167,PLANT_A,2024-04-10,2024-04-21,2024-04-19,3,296,322,8.9,0.89,16,1,2,4,1
O104633,C0119,ITEM0174,PLANT_C,2024-03-04,2024-03-14,2024-03-11,1,218,422,7.3,0.86,4,1,0,3,0
O104634,C0361,ITEM0006,PLANT_C,2024-02-06,2024-02-14,2024-02-14,2,463,515,7.5,0.8,9,0,1,2,0
O104635,C0251,ITEM0195,PLANT_B,2024-10-05,2024-10-06,2024-10-08,3,85,372,2.6,1.0,2,0,5,10,0
O104636,C0500,ITEM0005,PLANT_A,2024-10-27,2024-10-31,2024-11-01,2,135,268,5.1,0.91,15,0,6,10,0
O104637,C0271,ITEM0092,PLANT_B,2024-06-30,2024-07-07,2024-07-05,1,342,460,5.2,0.78,4,0,6,6,1
O104638,C0452,ITEM0134,PLANT_C,2024-08-12,2024-08-16,2024-08-18,2,349,440,6.4,0.91,10,1,0,8,1
O104639,C0277,ITEM0066,PLANT_B,2024-12-01,2024-12-10,2024-12-08,1,180,101,7.2,1.0,10,0,6,12,0
O104640,C0180,ITEM0041,PLANT_A,2024-11-03,2024-11-09,2024-11-10,3,460,634,7.3,0.98,2,0,6,11,1
O104641,C0358,ITEM0010,PLANT_B,2024-01-12,2024-01-22,2024-01-20,1,423,346,7.6,0.86,17,0,4,1,0
O104642,C0225,ITEM0146,PLANT_C,2024-12-13,2024-12-19,2024-12-19,2,306,413,5.6,0.86,1,0,4,12,0
O104643,C0138,ITEM0008,PLANT_A,2024-01-25,2024-02-03,2024-02-02,1,374,571,8.4,0.82,13,0,3,1,0
O104644,C0237,ITEM0097,PLANT_A,2024-01-10,2024-01-24,2024-01-21,2,268,293,10.6,0.84,4,0,2,1,0
O104645,C0333,ITEM0079,PLANT_A,2024-05-27,2024-06-02,2024-06-02,3,235,529,6.3,0.85,12,0,0,5,1
O104646,C0188,ITEM0194,PLANT_A,2024-09-29,2024-10-04,2024-10-05,3,273,154,5.7,0.78,5,1,6,9,1
O104647,C0353,ITEM0187,PLANT_B,2024-01-30,2024-02-04,2024-02-05,2,422,327,5.6,0.86,15,1,1,1,1
O104648,C0491,ITEM0164,PLANT_A,2024-04-16,2024-04-22,2024-04-23,2,9,0,7.2,0.93,11,0,1,4,1
O104649,C0206,ITEM0147,PLANT_B,2024-04-05,2024-04-10,2024-04-11,1,51,336,5.9,0.87,13,0,4,4,1
O104650,C0148,ITEM0109,PLANT_A,2024-05-25,2024-05-28,2024-05-29,3,237,304,3.5,0.92,19,0,5,5,1
O104651,C0202,ITEM0070,PLANT_C,2024-12-25,2024-12-27,2024-12-29,1,290,224,4.1,1.0,9,0,2,12,1
O104652,C0420,ITEM0034,PLANT_C,2024-04-30,2024-05-09,2024-05-09,2,90,372,9.0,1.0,15,1,1,4,0
O104653,C0090,ITEM0194,PLANT_B,2024-03-17,2024-03-27,2024-03-27,2,302,308,9.6,0.89,16,1,6,3,1
O104654,C0487,ITEM0077,PLANT_B,2024-02-14,2024-02-23,2024-02-24,3,13,0,10.2,0.97,7,0,2,2,0
O104655,C0207,ITEM0086,PLANT_A,2024-03-13,2024-03-20,2024-03-20,2,123,377,7.5,0.89,6,1,2,3,1
O104656,C0421,ITEM0029,PLANT_C,2024-02-18,2024-02-25,2024-02-23,2,230,107,5.0,0.86,14,0,6,2,1
O104657,C0394,ITEM0056,PLANT_B,2024-07-28,2024-08-01,2024-08-03,3,25,305,6.1,0.81,18,0,6,7,0
O104658,C0392,ITEM0127,PLANT_A,2024-06-02,2024-06-09,2024-06-06,3,317,139,4.0,0.91,1,0,6,6,1
O104659,C0455,ITEM0086,PLANT_C,2024-06-30,2024-07-03,2024-07-04,2,268,351,3.9,0.99,3,0,6,6,1
O104660,C0093,ITEM0118,PLANT_A,2024-10-30,2024-11-07,2024-11-07,3,283,374,7.5,0.8,4,0,2,10,1
O104661,C0297,ITEM0043,PLANT_B,2024-07-30,2024-08-09,2024-08-07,2,257,532,8.1,0.88,13,0,1,7,0
O104662,C0050,ITEM0017,PLANT_A,2024-02-26,2024-03-10,2024-03-08,2,346,610,10.9,0.87,8,0,0,2,0
O104663,C0150,ITEM0178,PLANT_B,2024-05-17,2024-05-25,2024-05-24,1,327,548,6.8,0.92,10,0,4,5,0
O104664,C0021,ITEM0087,PLANT_A,2024-04-24,2024-04-27,2024-04-28,3,330,587,4.3,0.92,7,0,2,4,1
O104665,C0342,ITEM0073,PLANT_A,2024-10-28,2024-11-03,2024-11-04,3,107,340,6.8,0.94,9,0,0,10,1
O104666,C0304,ITEM0058,PLANT_A,2024-04-22,2024-04-28,2024-04-28,1,343,399,6.4,1.0,15,0,0,4,1
O104667,C0371,ITEM0132,PLANT_C,2024-02-20,2024-02-29,2024-02-26,2,90,324,6.0,0.83,9,0,1,2,0
O104668,C0089,ITEM0113,PLANT_A,2024-09-25,2024-10-02,2024-10-03,3,11,196,7.7,0.83,8,0,2,9,1
O104669,C0167,ITEM0078,PLANT_B,2024-06-05,2024-06-10,2024-06-10,1,488,481,4.6,0.92,1,0,2,6,0
O104670,C0339,ITEM0187,PLANT_B,2024-02-04,2024-02-10,2024-02-11,2,90,330,7.3,1.0,8,1,6,2,1
O104671,C0414,ITEM0181,PLANT_C,2024-09-08,2024-09-15,2024-09-16,3,57,0,8.3,0.78,15,0,6,9,1
O104672,C0443,ITEM0040,PLANT_A,2024-03-17,2024-03-27,2024-03-27,2,152,3,9.8,0.93,3,1,6,3,0
O104673,C0037,ITEM0129,PLANT_B,2024-11-12,2024-11-19,2024-11-20,2,499,381,7.6,0.88,7,0,1,11,0
O104674,C0202,ITEM0194,PLANT_C,2024-10-30,2024-11-08,2024-11-08,2,432,499,9.1,0.97,6,1,2,10,1
O104675,C0006,ITEM0098,PLANT_A,2024-05-14,2024-05-18,2024-05-20,2,360,197,6.1,0.95,10,0,1,5,1
O104676,C0410,ITEM0007,PLANT_A,2024-07-21,2024-07-27,2024-07-27,2,94,6,6.4,0.9,16,1,6,7,1
O104677,C0062,ITEM0027,PLANT_C,2024-07-26,2024-08-07,2024-08-05,3,315,236,9.7,0.94,17,0,4,7,1
O104678,C0412,ITEM0134,PLANT_A,2024-08-26,2024-08-29,2024-08-30,3,416,337,4.3,0.85,8,1,0,8,1
O104679,C0079,ITEM0181,PLANT_A,2024-01-26,2024-02-03,2024-02-01,1,170,0,6.2,0.96,11,0,4,1,0
O104680,C0008,ITEM0026,PLANT_A,2024-04-28,2024-05-02,2024-05-07,3,130,42,9.3,1.0,16,1,6,4,0
O104681,C0440,ITEM0110,PLANT_C,2024-03-03,2024-03-08,2024-03-10,2,434,372,6.6,0.91,17,0,6,3,0
O104682,C0220,ITEM0100,PLANT_C,2024-09-11,2024-09-15,2024-09-17,3,66,245,6.4,0.87,12,0,2,9,0
O104683,C0213,ITEM0058,PLANT_B,2024-01-26,2024-02-03,2024-02-01,1,455,549,6.5,0.89,3,0,4,1,0
O104684,C0324,ITEM0127,PLANT_B,2024-07-07,2024-07-16,2024-07-14,2,240,197,7.2,0.96,8,0,6,7,0
O104685,C0138,ITEM0176,PLANT_A,2024-09-22,2024-09-30,2024-10-01,2,361,231,9.2,0.9,6,0,6,9,1
O104686,C0346,ITEM0048,PLANT_A,2024-12-12,2024-12-21,2024-12-21,2,186,242,8.8,0.8,13,0,3,12,1
O104687,C0215,ITEM0011,PLANT_A,2024-04-15,2024-04-24,2024-04-22,3,355,312,7.0,0.98,5,0,0,4,1
O104688,C0137,ITEM0072,PLANT_A,2024-01-03,2024-01-14,2024-01-12,1,462,610,9.2,0.82,1,0,2,1,1
O104689,C0198,ITEM0063,PLANT_A,2024-09-21,2024-09-28,2024-09-29,1,247,159,7.7,0.93,17,0,5,9,0
O104690,C0004,ITEM0146,PLANT_B,2024-01-01,2024-01-06,2024-01-10,2,106,404,8.7,0.75,3,0,0,1,0
O104691,C0151,ITEM0108,PLANT_A,2024-01-25,2024-01-29,2024-01-30,2,39,0,4.9,0.91,15,1,3,1,1
O104692,C0296,ITEM0004,PLANT_A,2024-12-27,2025-01-08,2025-01-06,2,462,679,10.5,0.89,19,0,4,12,0
O104693,C0069,ITEM0068,PLANT_A,2024-11-10,2024-11-21,2024-11-17,2,499,637,7.4,0.74,16,1,6,11,0
O104694,C0060,ITEM0148,PLANT_A,2024-09-15,2024-09-16,2024-09-17,1,325,461,1.5,0.93,10,0,6,9,0
O104695,C0328,ITEM0096,PLANT_A,2024-10-31,2024-11-09,2024-11-10,3,8,254,10.3,0.81,11,0,3,10,1
O104696,C0215,ITEM0113,PLANT_A,2024-01-28,2024-02-08,2024-02-04,2,442,467,7.0,0.91,14,1,6,1,1
O104697,C0069,ITEM0053,PLANT_A,2024-02-02,2024-02-09,2024-02-08,2,248,405,6.2,0.87,5,0,4,2,0
O104698,C0374,ITEM0064,PLANT_B,2024-04-19,2024-04-23,2024-04-25,2,117,181,5.8,0.78,9,0,4,4,0
O104699,C0388,ITEM0027,PLANT_B,2024-01-09,2024-01-17,2024-01-17,3,184,326,7.9,0.82,8,0,1,1,0
O104700,C0018,ITEM0017,PLANT_C,2024-11-20,2024-11-27,2024-11-25,3,470,546,5.2,0.82,6,0,2,11,0
